TEXT,INTEGER,TEXT,NUMERIC(5|2),INTEGER,INTEGER,INTEGER,INTEGER,TEXT,TEXT,TEXT
department,course_number,course_title,semester_hours,fall,spring,summer,winter,equivalent_with,prerequisites,corequisites
MTGN,465,MECHANICAL PROPERTIES OF CERAMICS,3,,,,,,,
MTGN,467,"MATERIALS DESIGN: SYNTHESIS, CHARACTERIZATION AND SELECTION",2,1,0,0,0,,,
MTGN,468,"MATERIALS DESIGN: SYNTHESIS, CHARACTERIZATION AND SELECTION",2,1,0,0,0,,,
MTGN,469,FUEL CELL SCIENCE AND TECHNOLOGY,3,,,,,,,
MTGN,472,BIOMATERIALS I,3,1,0,0,0,,,
MTGN,473,COMPUTATIONAL MATERIALS,3,1,0,0,0,,,
MTGN,475,METALLURGY OF WELDING,2,,,,,,,
MTGN,475,METALLURGY OF WELDING LABORATORY,1,,,,,MTGN477,,
MTGN,497,SUMMER PROGRAMS,0,0,0,1,0,,,
MTGN,498,SPECIAL TOPICS IN METALLURGICAL AND MATERIALS ENGINEERING,3,,,,,,,
MTGN,499,INDEPENDENT STUDY,,,,,,,,
MNGN,198,SPECIAL TOPICS IN MINING ENGINEERING,6,1,1,0,0,,,
MNGN,199,INDEPENDENT STUDY,,1,1,0,0,,,
MNGN,203,SOFTWARE FUNDAMENTALS FOR 3D DATA ANALYSIS AND MINE PLANNING,1,,,,,,,
MNGN,205,MINING ENGINEERING FIELD EXPERIENCE,1,,,,,,,
MNGN,210,INTRODUCTORY MINING,3,,,,,,,
MNGN,222,INTRODUCTION TO EXPLOSIVES ENGINEERING,3,0,0,1,0,,,
MNGN,251,METALLURGICAL AND MATERIALS THERMODYNAMICS,3,,,,,,,
MNGN,298,SPECIAL TOPICS IN MINING ENGINEERING,6,1,1,0,0,,,
MNGN,299,INDEPENDENT STUDY,,1,1,0,0,,,
MNGN,301,MINE SURVEYING,2,,,,,,,
MNGN,308,MINE SAFETY,1,1,0,0,0,,,
MNGN,309,MINE SAFETY AND OPERATIONS,2,1,1,0,0,,,
MNGN,310,EARTH MATERIALS,3,1,0,0,0,,,
MNGN,311,MINING GEOLOGY,3,1,0,0,0,,,
MNGN,312,SURFACE MINE DESIGN,3,,,,,,,
MNGN,314,UNDERGROUND MINE DESIGN,3,1,0,0,0,,,
MNGN,316,COAL MINING METHODS,3,1,0,0,0,,,
MNGN,317,DYNAMICS FOR MINING ENGINEERS,1,1,0,0,0,,,
MNGN,318,STATICS AND DYNAMICS COMBINED FOR MN,4,,,,,,,
MNGN,321,INTRODUCTION TO ROCK MECHANICS,3,,,,,,,
MNGN,322,INTRODUCTION TO MINERAL PROCESSING AND LABORATORY,3,1,0,0,0,,,
MNGN,333,EXPLOSIVES ENGINEERING I,3,1,0,0,0,,,
MNGN,334,CHEMICAL PROCESSING OF MATERIALS,3,,,,,,,
MNGN,335,COMMUNITIES AND NATURAL RESOURCE DEVELOPMENT,3,,,,,,,
MNGN,340,COOPERATIVE EDUCATION,3,,,,,,,
MNGN,350,INTRODUCTION TO GEOTHERMAL ENERGY,3,,,,,,,
MNGN,398,SPECIAL TOPICS IN MINING ENGINEERING,,1,1,0,0,,,
MNGN,399,INDEPENDENT STUDY,,1,1,0,0,,,
MNGN,404,TUNNELING,3,1,0,0,0,,,
MNGN,405,ROCK MECHANICS IN MINING,3,1,0,0,0,,,
MNGN,406,DESIGN AND SUPPORT OF UNDERGROUND EXCAVATIONS,3,,,,,,,
MNGN,407,ROCK FRAGMENTATION,3,1,0,0,0,,,
MNGN,408,UNDERGROUND DESIGN AND CONSTRUCTION,2,1,0,0,0,,,
MNGN,410,EXCAVATION PROJECT MANAGEMENT,2,1,0,0,0,,,
MNGN,414,MINE PLANT DESIGN,3,1,0,0,0,,,
MNGN,418,ADVANCED ROCK MECHANICS,3,,,,,MNGN508,,
MNGN,421,DESIGN OF UNDERGROUND EXCAVATIONS,3,1,0,0,0,,,
MNGN,422,FLOTATION,2,,,,,,,
MNGN,423,FLOTATION LABORATORY,1,1,0,0,0,,,
MNGN,424,MINE VENTILATION,3,1,0,0,0,,,
MNGN,425,MINE VENTILATION AND THERMODYNAMICS,4,,,,,,,
MNGN,426,HYDRO- AND ELECTRO-METALLURGY,3,,,,,,,
MNGN,427,MINE VALUATION,2,1,0,0,0,,,
MNGN,428,MINING ENGINEERING EVALUATION AND DESIGN REPORT I,1,,,,,,,
MNGN,429,MINING ENGINEERING EVALUATION AND DESIGN REPORT II,2,1,0,0,0,,,
MNGN,430,PHYSICAL CHEMISTRY OF IRON AND STEELMAKING,3,,,,,,,
MNGN,431,MINING AND METALLURGICAL ENVIRONMENT,3,,,,,,,
MNGN,432,PYROMETALLURGY,3,,,,,,,
MNGN,433,MINE SYSTEMS ANALYSIS I,3,1,0,0,0,,,
MNGN,434,PROCESS ANALYSIS,1,,,,,,,
MNGN,436,UNDERGROUND COAL MINE DESIGN,3,1,0,0,0,,,
MNGN,438,GEOSTATISTICS,3,1,0,0,0,,,
MNGN,440,EQUIPMENT REPLACEMENT ANALYSIS,2,1,0,0,0,,,
MNGN,444,EXPLOSIVES ENGINEERING II,3,1,0,0,0,,,
MNGN,445,ROCK SLOPE ENGINEERING,3,,,,,,,
MNGN,452,SOLUTION MINING AND PROCESSING OF ORES,3,1,0,0,0,,,
MNGN,460,INDUSTRIAL MINERALS PRODUCTION,3,1,0,0,0,,,
MNGN,461,TRANSPORT PHENOMENA AND REACTOR DESIGN FOR METALLURGICAL AND MATERIALS ENGINEERS,3,,,,,,,
MNGN,462,SOLID WASTE MINIMIZATION AND RECYCLING,3,,,,,,,
MNGN,470,SAFETY AND HEALTH MANAGEMENT IN THE MINING INDUSTRY,3,1,0,0,0,,,
MNGN,482,MINE MANAGEMENT,3,1,0,0,0,,,
MNGN,490,ENERGY AND SOCIETY,3,,,,,ENGY490&LAIS490,,
MNGN,498,SPECIAL TOPICS IN MINING ENGINEERING,,1,1,0,0,,,
MNGN,499,INDEPENDENT STUDY,,1,1,0,0,,,
PEGN,198,SPECIAL TOPICS IN PETROLEUM ENGINEERING,,1,1,0,0,,,
PEGN,199,INDEPENDENT STUDY,,1,1,0,0,,,
PEGN,201,PETROLEUM ENGINEERING FUNDAMENTALS,3,,,,,,,
PEGN,251,FLUID MECHANICS,3,,,,,,,
PEGN,282,PROFESSIONAL SKILLS 1,1,,,,,,,
PEGN,298,SPECIAL TOPICS IN PETROLEUM ENGINEERING,,1,1,0,0,,,
PEGN,299,INDEPENDENT STUDY,,1,1,0,0,,,
PEGN,305,COMPUTATIONAL METHODS IN PETROLEUM ENGINEERING,2,1,0,0,0,,,
PEGN,308,RESERVOIR ROCK PROPERTIES,3,1,1,0,0,,,
PEGN,311,DRILLING ENGINEERING,3,,,,,,,
PEGN,312,PROPERTIES OF PETROLEUM ENGINEERING FLUIDS,3,1,0,0,0,,,
PEGN,315,SUMMER FIELD SESSION I,1,0,0,1,0,,,
PEGN,316,SUMMER FIELD SESSION II,2,0,0,1,0,,,
PEGN,340,COOPERATIVE EDUCATION,3,,,,,,,
PEGN,350,SUSTAINABLE ENERGY SYSTEMS,3,,,,,,,
PEGN,361,COMPLETION ENGINEERING,3,1,0,0,0,,,
PEGN,382,PROFESSIONAL SKILLS 2,1,,,,,,,
PEGN,398,SPECIAL TOPICS IN PETROLEUM ENGINEERING,6,1,1,0,0,,,
PEGN,399,INDEPENDENT STUDY,,1,1,0,0,,,
PEGN,411,MECHANICS OF PETROLEUM PRODUCTION,3,1,0,0,0,,,
PEGN,414,WELL TESTING AND ANALYSIS,3,1,0,0,0,,,
PEGN,419,WELL LOG ANALYSIS AND FORMATION EVALUATION,3,,,,,GPGN419,,
PEGN,422,ECONOMICS AND EVALUATION OF OIL AND GAS PROJECTS,3,1,0,0,0,,,
PEGN,423,PETROLEUM RESERVOIR ENGINEERING I,3,1,0,0,0,,,
PEGN,424,PETROLEUM RESERVOIR ENGINEERING II,3,1,0,0,0,,,
PEGN,426,FORMATION DAMAGE AND STIMULATION,3,,,,,,,
PEGN,428,ADVANCED DRILLING ENGINEERING,3,1,0,0,0,,,
PEGN,430,ENVIRONMENTAL LAW AND SUSTAINABILITY,3,1,0,0,0,,,
PEGN,438,PETROLEUM DATA ANALYTICS,3,1,0,0,0,,,
PEGN,439,MULTIDISCIPLINARY PETROLEUM DESIGN,3,,,,,GEGN439&GPGN439,,
PEGN,440,INTRODUCTION TO THE DIGITAL OILFIELD,3,,,,,,,
PEGN,450,ENERGY ENGINEERING,3,,,,,,,
PEGN,460,FLOW IN PIPE NETWORKS,3,1,0,0,0,,,
PEGN,461,SURFACE FACILITIES DESIGN AND OPERATION,3,1,0,0,0,,,
PEGN,462,FLOW ASSURANCE,3,1,0,0,0,,,
PEGN,463,PETROLEUM MIDSTREAM DESIGN,3,1,0,0,0,,,
PEGN,481,PETROLEUM SEMINAR,2,1,0,0,0,,,
PEGN,482,PROFESSIONAL SKILLS 3,1,,,,,,,
PEGN,490,RESERVOIR GEOMECHANICS,3,1,0,0,0,,,
PEGN,498,SPECIAL TOPICS IN PETROLEUM ENGINEERING,,1,1,0,0,,,
PEGN,499,INDEPENDENT STUDY,,1,1,0,0,,,
PHGN,100,PHYSICS I - MECHANICS,4.5,1,1,1,0,,MATH111,MATH112|MATH113|MATH122
PHGN,198,SPECIAL TOPICS,,1,1,0,0,,,
PHGN,199,INDEPENDENT STUDY,,1,1,0,0,,,
PHGN,200,PHYSICS II-ELECTROMAGNETISM AND OPTICS,4.5,,,,,,PHGN100,MATH213|MATH214|MATH223
PHGN,215,ANALOG ELECTRONICS,4,1,0,0,0,,PHGN200,
PHGN,298,SPECIAL TOPICS,,1,1,0,0,,,
PHGN,299,INDEPENDENT STUDY,,1,1,0,0,,,
PHGN,300,PHYSICS III-MODERN PHYSICS I,3,,,,,PHGN310,,
PHGN,310,HONORS PHYSICS III-MODERN PHYSICS,3,,,,,PHGN300,,
PHGN,311,INTRODUCTION TO MATHEMATICAL PHYSICS,3,1,0,0,0,,,
PHGN,315,ADVANCED PHYSICS LAB I,2,1,0,0,0,,,
PHGN,317,SEMICONDUCTOR CIRCUITS- DIGITAL,3,1,0,0,0,,PGHN215&CSCI250,
PHGN,320,MODERN PHYSICS II: BASICS OF QUANTUM MECHANICS,4,1,0,0,0,,,
PHGN,324,INTRODUCTION TO ASTRONOMY AND ASTROPHYSICS,3,1,0,0,0,,,
PHGN,326,ADVANCED PHYSICS LAB II,2,1,0,0,0,,,
PHGN,340,COOPERATIVE EDUCATION,,,,,,,,
PHGN,341,THERMAL PHYSICS,3,1,0,0,0,,,
PHGN,350,INTERMEDIATE MECHANICS,4,1,0,0,0,,,
PHGN,361,INTERMEDIATE ELECTROMAGNETISM,3,1,0,0,0,,,
PHGN,384,FIELD SESSION TECHNIQUES IN PHYSICS,,0,0,1,0,,,
PHGN,398,SPECIAL TOPICS,,1,1,0,0,,,
PHGN,399,INDEPENDENT STUDY,,1,1,0,0,,,
PHGN,401,PHYSICS SEMINAR,1,,,,,,,
PHGN,417,FUNDAMENTALS OF QUANTUM INFORMATION,3,,,,,,,
PHGN,418,GENERAL RELATIVITY,3,1,0,0,0,,,
PHGN,419,PRINCIPLES OF SOLAR ENERGY SYSTEMS,3,,,,,,,
PHGN,422,NUCLEAR PHYSICS,3,,,,,,,
PHGN,423,PARTICLE PHYSICS,3,1,0,0,0,,,
PHGN,424,ASTROPHYSICS,3,1,0,0,0,,,
PHGN,433,BIOPHYSICS,3,,,,,PHGN333,,
PHGN,435,INTERDISCIPLINARY MICROELECTRONICS PROCESSING LABORATORY,3,,,,,CBEN435&CBEN535&CHEN435&CHEN535&MLGN535&PHGN535,,
PHGN,440,SOLID STATE PHYSICS,3,,,,,,,
PHGN,441,SOLID STATE PHYSICS APPLICATIONS AND PHENOMENA,3,,,,,,,
PHGN,450,COMPUTATIONAL PHYSICS,3,,,,,,,
PHGN,461,ELEMENTS OF MODERN OPTICS,3,,,,,,,
PHGN,462,ELECTROMAGNETIC WAVES AND OPTICAL PHYSICS,3,1,0,0,0,,,
PHGN,466,MODERN OPTICAL ENGINEERING,3,,,,,,,
PHGN,471,SENIOR DESIGN PRINCIPLES I,0.5,1,0,0,0,,,
PHGN,472,SENIOR DESIGN PRINCIPLES II,0.5,1,0,0,0,,,
PHGN,480,LASER PHYSICS,3,1,0,0,0,,,
PHGN,481,SENIOR DESIGN PRACTICE,2.5,1,0,0,0,,,
PHGN,482,SENIOR DESIGN PRACTICE,2.5,1,0,0,0,,,
PHGN,491,HONORS SENIOR DESIGN PRACTICE,2.5,1,0,0,0,,,
PHGN,492,HONORS SENIOR DESIGN PRACTICE,2.5,1,0,0,0,,,
PHGN,498,SPECIAL TOPICS,,1,1,0,0,,,
PHGN,498,SPECIAL TOPICS,,,,,,,,
PHGN,499,INDEPENDENT STUDY,,1,1,0,0,,,
CSM,101,FRESHMAN SUCCESS SEMINAR,0.5,1,0,0,0,,,
